,Title,Author,Year,Rating,Raters,Genres
156,Dark Places (Hardcover),Gillian Flynn,2009,3.95,678704,"Mystery,Fiction,Thriller,Thriller,Mystery,Suspense,Adult,Audiobook,Horror,Contemporary"
157,The Martian (Hardcover),Andy Weir,2011,4.41,1000188,"Science Fiction,Fiction,Audiobook,Adventure,Space,Adult,Science Fiction Fantasy,Thriller,Humor,Adventure"
158,The Unhoneymooners (Paperback),Christina Lauren,2019,3.97,557196,"Romance,Contemporary,Fiction,Romance,Adult,Womens Fiction,Audiobook,New Adult,Adult Fiction,Humor"
159,"Ready Player One (Ready Player One, #1)",Ernest Cline,2011,4.24,1052931,"Science Fiction,Fiction,Young Adult,Fantasy,Science Fiction,Audiobook,Adventure,Science Fiction Fantasy,Adult,Science Fiction"
160,Bossypants (Kindle Edition),Tina Fey,2011,3.96,947831,"Nonfiction,Autobiography,Humor,Biography,Audiobook,Humor,Biography,Biography Memoir,Feminism,Adult"
161,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,1995,4.01,1437316,"Fantasy,Young Adult,Fiction,Childrens,Adventure,Childrens,Science Fiction,Classics,Science Fiction Fantasy,Science Fiction"
162,A Man Called Ove (Hardcover),Fredrik Backman,2012,4.37,815960,"Fiction,Contemporary,Audiobook,Humor,Adult,Adult Fiction,Book Club,Literary Fiction,Cultural,Novels"
163,Coraline (Paperback),Neil Gaiman,2002,4.09,605121,"Fantasy,Horror,Fiction,Young Adult,Childrens,Childrens,Audiobook,Fantasy,Adventure,Mystery"
164,The Curious Incident of the Dog in the Night-Time (Paperback),Mark Haddon,2003,3.89,1378208,"Fiction,Mystery,Young Adult,Contemporary,Classics,Novels,Neurodiversity,Psychology,Academic,Literature"
165,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,2015,4.07,293162,"Fantasy,Fiction,Young Adult,Fantasy,Adult,Audiobook,Adventure,Historical,Fantasy,Young Adult"
166,Anxious People (Paperback),Fredrik Backman,2019,4.19,487643,"Fiction,Contemporary,Audiobook,Mystery,Humor,Adult,Literary Fiction,Health,Adult Fiction,Book Club"
167,The House in the Cerulean Sea (Kindle Edition),T.J. Klune,2020,4.44,383377,"Fantasy,Fiction,LGBT,Romance,Young Adult,Audiobook,LGBT,Adult,Fantasy,Contemporary"
168,The Old Man and the Sea (Hardcover),Ernest Hemingway,1952,3.79,1020219,"Classics,Fiction,Literature,Novels,Literature,Academic,Adventure,Literary Fiction,Classics,Literature"
169,The Secret Garden (Hardcover),Frances Hodgson Burnett,1911,4.15,1063793,"Classics,Fiction,Childrens,Young Adult,Historical,Childrens,Fantasy,Historical,Literature,Audiobook"
170,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch (Mass Market Paperback)",Terry Pratchett,1990,4.25,657789,"Fantasy,Fiction,Humor,Fantasy,Humor,Audiobook,Science Fiction Fantasy,Adult,Science Fiction,Fantasy"
171,"The Spanish Love Deception (Spanish Love Deception, #1)",Elena  Armas,2021,3.94,420264,"Romance,Contemporary,Romance,Fiction,Adult,Womens Fiction,New Adult,Audiobook,Love,Adult Fiction"
172,Persuasion (Paperback),Jane Austen,1817,4.15,628666,"Classics,Fiction,Romance,Historical,Literature,Historical,Literature,Audiobook,Classics,Romance"
173,"It Starts with Us (It Ends with Us, #2)",Colleen Hoover,2022,4.07,329779,"Romance,Contemporary,Fiction,Adult,Romance,Audiobook,New Adult,Womens Fiction,Love,Young Adult"
174,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Hardcover),Steven D. Levitt,2005,4.0,806703,"Nonfiction,Economics,Business,Science,Psychology,Sociology,Economics,Politics,Audiobook,Social Science"
175,The Woman in the Window (Kindle Edition),A.J. Finn,2018,3.96,677520,"Thriller,Mystery,Fiction,Thriller,Suspense,Audiobook,Mystery,Adult,Thriller,Adult Fiction"
176,The Art of War (Paperback),Sun Tzu,1772,3.97,423768,"Classics,Nonfiction,Philosophy,History,War,Politics,Business,War,Cultural,Leadership"
177,Blink: The Power of Thinking Without Thinking (Paperback),Malcolm Gladwell,2005,3.96,558416,"Nonfiction,Psychology,Business,Self Help,Science,Sociology,Audiobook,Self Help,Philosophy,Leadership"
178,A Brief History of Time (Paperback),Stephen Hawking,1988,4.2,390360,"Science,Nonfiction,Science,History,Classics,Science,Philosophy,Science,Space,Audiobook"
179,"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,2011,4.04,632999,"Romance,New Adult,Contemporary,Young Adult,Romance,Academic,Fiction,Womens Fiction,Adult,Love"
180,Milk and Honey (Paperback),Rupi Kaur,2014,4.01,586214,"Poetry,Feminism,Nonfiction,Contemporary,Adult,Romance,Health,Audiobook,Cultural,Womens"
181,A Gentleman in Moscow (Paperback),Amor Towles,2016,4.34,449117,"Historical,Fiction,Historical,Cultural,Audiobook,Book Club,Literary Fiction,Novels,Adult,Adult Fiction"
182,Great Expectations (Paperback),Charles Dickens,1860,3.79,744355,"Classics,Fiction,Literature,Historical,Academic,Novels,Literature,Classics,European Literature,Historical"
183,Rebecca (ebook),Daphne du Maurier,1938,4.24,564349,"Classics,Fiction,Mystery,Gothic,Romance,Historical,Thriller,Horror,Thriller,Suspense"
184,The Secret Life of Bees (Paperback),Sue Monk Kidd,2001,4.08,1226813,"Fiction,Historical,Young Adult,Classics,Historical,Contemporary,Adult Fiction,Young Adult,Adult,Novels"
185,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,2002,3.93,1636301,"Fantasy,Young Adult,Fiction,Fantasy,Adventure,Fantasy,Fantasy,Young Adult,Science Fiction Fantasy,Childrens"
186,"Zero to One: Notes on Startups, or How to Build the Future (Hardcover)",Peter Thiel,2014,4.18,301067,"Business,Nonfiction,Business,Self Help,Economics,Science,Business,Leadership,Buisness,Economics"
187,"Ninth House (Alex Stern, #1)",Leigh Bardugo,2019,4.03,192700,"Fantasy,Fiction,Mystery,Adult,Horror,Fantasy,Fantasy,Contemporary,Audiobook,Fantasy"
188,"Guns, Germs, and Steel: The Fates of Human Societies (Paperback)",Jared Diamond,1997,4.04,373265,"History,Nonfiction,Science,Anthropology,Sociology,Politics,Economics,Historical,History,Audiobook"
189,Big Little Lies (Paperback),Liane Moriarty,2014,4.3,908242,"Fiction,Mystery,Contemporary,Womens Fiction,Thriller,Audiobook,Adult,Thriller,Adult Fiction,Cultural"
190,Thirteen Reasons Why (Hardcover),Jay Asher,2007,3.86,905234,"Young Adult,Contemporary,Fiction,Realistic Fiction,Health,Mystery,Young Adult,Romance,Audiobook,Young Adult"
191,The Kiss Quotient (The Kiss Quotient #1),Helen Hoang,2018,3.93,344468,"Romance,Contemporary,Fiction,Romance,Adult,Womens Fiction,Audiobook,Adult Fiction,New Adult,Neurodiversity"
192,"Caraval (Caraval, #1)",Stephanie Garber,2016,4.0,305846,"Fantasy,Young Adult,Romance,Fiction,Young Adult,Fantasy,Mystery,Audiobook,Adventure,Fantasy"
193,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future (Hardcover)",Ashlee Vance,2015,4.21,344654,"Biography,Nonfiction,Business,Science,Science,Audiobook,Biography Memoir,Business,Biography,Leadership"
194,The Seven Deaths of Evelyn Hardcastle (Hardcover),Stuart Turton,2018,3.87,268867,"Mystery,Fiction,Thriller,Fantasy,Thriller,Mystery,Audiobook,Historical,Adult,Science Fiction"
195,"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,2010,3.99,431609,"Romance,Young Adult,Contemporary,Womens Fiction,Fiction,Realistic Fiction,Romance,Young Adult,Young Adult,Young Adult"
196,"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,2020,4.23,308581,"Mystery,Young Adult,Fiction,Contemporary,Romance,Fantasy,Thriller,Thriller,Audiobook,Young Adult"
197,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,2001,4.29,569712,"Fiction,Historical,Mystery,Fantasy,Writing,Historical,Cultural,Magical Realism,European Literature,Gothic"
198,"Night  (The Night Trilogy, #1)",Elie Wiesel,1956,4.36,1134916,"Nonfiction,Classics,History,Autobiography,World War II,Biography,Academic,Historical,War,War"
199,Yes Please (Hardcover),Amy Poehler,2014,3.84,490438,"Nonfiction,Autobiography,Humor,Audiobook,Biography,Humor,Biography,Biography Memoir,Feminism,Adult"
200,In Cold Blood (Paperback),Truman Capote,1965,4.08,606817,"Nonfiction,Classics,Crime,Mystery,Mystery,History,Thriller,Literature,Audiobook,Literature"
201,The Ocean at the End of the Lane (Hardcover),Neil Gaiman,2013,4.01,561853,"Fantasy,Fiction,Magical Realism,Horror,Audiobook,Young Adult,Adult,Science Fiction Fantasy,Adult Fiction,Fantasy"
202,"Moby-Dick or, the Whale (Paperback)",Herman Melville,1851,3.53,525236,"Classics,Fiction,Literature,Adventure,Historical,Novels,Literature,Literature,Classics,Audiobook"
203,Born a Crime: Stories From a South African Childhood (Hardcover),Trevor Noah,2016,4.49,582692,"Nonfiction,Autobiography,Biography,Audiobook,Humor,Biography,Cultural,Biography Memoir,Race,Southern Africa"
204,"In the Woods (Dublin Murder Squad, #1)",Tana French,2007,3.78,367246,"Mystery,Fiction,Thriller,Mystery,Thriller,Cultural,Suspense,Adult,Audiobook,Contemporary"
205,A Short History of Nearly Everything (Paperback),Bill Bryson,2003,4.21,357124,"Nonfiction,Science,History,Audiobook,Humor,Science,Science,Historical,Philosophy,Unfinished"
208,"The Final Empire (Mistborn, #1)",Brandon Sanderson,2006,4.47,545971,"Fantasy,Fiction,Fantasy,Fantasy,Adult,Fantasy,Audiobook,Science Fiction Fantasy,Young Adult,Adventure"
209,"Legend (Legend, #1)",Marie Lu,2011,4.16,490709,"Young Adult,Science Fiction,Fantasy,Science Fiction,Romance,Fiction,Adventure,Young Adult,Audiobook,Action"
210,Regretting You (Kindle Edition),Colleen Hoover,2019,4.21,324848,"Romance,Contemporary,Fiction,Young Adult,Romance,New Adult,Audiobook,Adult,Womens Fiction,Adult Fiction"
211,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,2005,4.58,2949503,"Fantasy,Young Adult,Fiction,Fantasy,Childrens,Adventure,Audiobook,Childrens,Classics,Science Fiction Fantasy"
212,Pachinko (Kindle Edition),Min Jin Lee,2017,4.32,364808,"Historical,Fiction,Historical,Cultural,Cultural,Audiobook,Literary Fiction,Adult,Literature,Novels"
213,The Road (Hardcover),Cormac McCarthy,2006,3.98,817411,"Fiction,Science Fiction,Science Fiction,Apocalyptic,Classics,Horror,Literature,Novels,Science Fiction,Contemporary"
214,Such a Fun Age (Hardcover),Kiley Reid,2019,3.82,442721,"Fiction,Contemporary,Audiobook,Adult,Race,Literary Fiction,Adult Fiction,Novels,Realistic Fiction,Book Club"
215,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,2003,4.5,3045977,"Fantasy,Young Adult,Fiction,Fantasy,Childrens,Adventure,Audiobook,Childrens,Classics,Science Fiction Fantasy"
216,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America (Hardcover)",Erik Larson,2003,3.99,621528,"Nonfiction,History,Crime,Mystery,Historical,Mystery,Audiobook,North American Hi...,Biography,Book Club"
217,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,2003,3.9,2200857,"Fiction,Mystery,Thriller,Thriller,Historical,Suspense,Adventure,Novels,Mystery,Adult"
218,"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,2020,4.48,329412,"Fantasy,Romance,Fiction,Adult,New Adult,Fantasy,Fairies,Fantasy,Fantasy,Romance"
219,Where the Sidewalk Ends (Hardcover),Shel Silverstein,1974,4.32,1309485,"Poetry,Childrens,Classics,Fiction,Humor,Young Adult,Childrens,Childrens,Childrens,Fantasy"
220,"The Priory of the Orange Tree (The Roots of Chaos, #1)",Samantha Shannon,2019,4.23,118299,"Fantasy,LGBT,Fiction,Adult,LGBT,LGBT,Fantasy,Romance,Fantasy,Fantasy"
221,"Matched (Matched, #1)",Ally Condie,2010,3.63,735166,"Young Adult,Science Fiction,Romance,Science Fiction,Fiction,Fantasy,Young Adult,Audiobook,Futuristic,Apocalyptic"
222,On Earth We're Briefly Gorgeous (Hardcover),Ocean Vuong,2019,4.05,206853,"Fiction,Poetry,LGBT,Contemporary,LGBT,Literary Fiction,Adult,Audiobook,Novels,Adult Fiction"
223,Wild: From Lost to Found on the Pacific Crest Trail (Hardcover),Cheryl Strayed,2012,4.04,724034,"Nonfiction,Autobiography,Travel,Biography,Adventure,Audiobook,Biography Memoir,Biography,Environment,Adult"
224,The 4-Hour Workweek (ebook),Timothy Ferriss,2007,3.92,262991,"Business,Nonfiction,Self Help,Productivity,Self Help,Business,Economics,Audiobook,Psychology,Buisness"
225,"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,2009,3.94,663787,"Young Adult,Fantasy,Romance,Fantasy,Paranormal,Romance,Fiction,Fantasy,Fantasy,Young Adult"
226,In Five Years (Hardcover),Rebecca Serle,2020,3.81,339094,"Romance,Fiction,Contemporary,Audiobook,Womens Fiction,Adult,Magical Realism,Adult Fiction,Science Fiction,Romance"
227,"Hopeless (Hopeless, #1)",Colleen Hoover,2012,4.28,400195,"Romance,New Adult,Young Adult,Contemporary,Romance,Fiction,Sociology,Young Adult,Drama,Womens Fiction"
228,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,2012,4.05,334865,"Fantasy,Young Adult,Fantasy,Romance,Fiction,Fantasy,Fantasy,Audiobook,Young Adult,Fantasy"
229,The Metamorphosis (Paperback),Franz Kafka,1915,3.84,860449,"Classics,Fiction,Fantasy,Literature,Philosophy,Short Stories,Academic,Horror,European Literature,Novels"
230,Turtles All the Way Down (Hardcover),John Green,2017,3.91,485028,"Young Adult,Fiction,Contemporary,Health,Romance,Audiobook,Realistic Fiction,Mental Health,Mystery,Young Adult"
231,"Everything, Everything (Hardcover)",Nicola Yoon,2015,4.0,547153,"Young Adult,Romance,Contemporary,Fiction,Realistic Fiction,Audiobook,Young Adult,Young Adult,Young Adult,Young Adult"
232,The Giving Tree (Hardcover),Shel Silverstein,1964,4.37,1044070,"Childrens,Fiction,Childrens,Classics,Poetry,Young Adult,Fantasy,Childrens,Kids,Short Stories"
233,The Boy in the Striped Pajamas (Hardcover),John Boyne,2006,4.15,702720,"Historical,Fiction,Young Adult,Historical,Classics,World War II,War,War,Academic,Childrens"
234,"Neverwhere (London Below, #1)",Neil Gaiman,1996,4.17,489022,"Fantasy,Fiction,Fantasy,Audiobook,Science Fiction Fantasy,Science Fiction,Horror,Adventure,Adult,Young Adult"
235,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",John Tiffany,2016,3.52,904519,"Fantasy,Fiction,Young Adult,Plays,Fantasy,Adventure,Childrens,Drama,Science Fiction,Childrens"
236,Talking to Strangers: What We Should Know About the People We Don’t Know (Hardcover),Malcolm Gladwell,2019,4.02,249627,"Nonfiction,Psychology,Audiobook,Self Help,Sociology,Science,Business,Self Help,Language,Adult"
237,Kafka on the Shore (Paperback),Haruki Murakami,2002,4.14,404437,"Fiction,Magical Realism,Fantasy,Cultural,Asian Literature,Contemporary,Novels,Literature,Classics,Literary Fiction"
238,The Underground Railroad (Hardcover),Colson Whitehead,2016,4.05,366663,
239,"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett,1989,4.33,718248,"Historical,Fiction,Historical,Fantasy,Classics,Historical,Audiobook,Novels,European Literature,Adult"
240,November 9 (Paperback),Colleen Hoover,2015,4.26,608213,"Romance,Contemporary,New Adult,Fiction,Romance,Young Adult,Audiobook,Adult,Womens Fiction,Love"
241,Norwegian Wood (Paperback),Haruki Murakami,1987,4.03,500849,"Fiction,Cultural,Romance,Contemporary,Asian Literature,Novels,Classics,Literature,Literary Fiction,Magical Realism"
242,Me Talk Pretty One Day (Paperback),David Sedaris,2000,4.0,672032,"Nonfiction,Humor,Autobiography,Writing,Short Stories,Humor,Biography,Audiobook,Biography Memoir,Biography"
243,Mexican Gothic (Hardcover),Silvia Moreno-Garcia,2020,3.68,268930,"Horror,Fiction,Historical,Gothic,Mystery,Fantasy,Thriller,Adult,Audiobook,Historical"
244,House of Leaves (Paperback),Mark Z. Danielewski,2000,4.09,150202,"Horror,Fiction,Fantasy,Mystery,Thriller,Contemporary,Novels,Adult,Literature,Fantasy"
245,Siddhartha (Mass Market Paperback),Hermann Hesse,1922,4.05,697517,"Classics,Fiction,Philosophy,Spirituality,Religion,Literature,Religion,European Literature,Novels,Historical"
246,Room (Kindle Edition),Emma Donoghue,2010,4.07,772025,"Fiction,Contemporary,Adult,Adult Fiction,Thriller,Audiobook,Book Club,Drama,Mystery,Novels"
247,Project Hail Mary (Hardcover),Andy Weir,2021,4.52,353933,"Science Fiction,Fiction,Audiobook,Space,Fantasy,Adult,Thriller,Science Fiction Fantasy,Adventure,Mystery"
248,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,1908,4.29,887519,"Classics,Fiction,Young Adult,Childrens,Historical,Childrens,Audiobook,Historical,Cultural,Young Adult"
249,"The Atlas Six (The Atlas, #1)",Olivie Blake,2020,3.77,93287,"Fantasy,Fiction,Adult,LGBT,Mystery,Fantasy,Young Adult,Science Fiction,LGBT,Audiobook"
250,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,2011,4.0,352327,"Fantasy,Young Adult,Romance,Fantasy,Paranormal,Fantasy,Fiction,Fantasy,Young Adult,Fantasy"
251,"Things We Never Got Over (Knockemout, #1)",Lucy Score,2022,4.28,220036,"Romance,Contemporary,Romance,Fiction,Adult,Womens Fiction,New Adult,Audiobook,Humor"
252,A Tree Grows in Brooklyn (Paperback),Betty  Smith,1943,4.29,433468,"Classics,Fiction,Historical,Young Adult,Young Adult,Historical,Literature,New York,Novels,Book Club"
253,"Graceling (Graceling Realm, #1)",Kristin Cashore,2008,4.07,434523,"Fantasy,Young Adult,Romance,Fiction,Adventure,Young Adult,Fantasy,Fantasy,Fantasy,Young Adult"
254,Love in the Time of Cholera (Paperback),Gabriel García Márquez,1985,3.93,469490,"Fiction,Classics,Historical,Romance,Magical Realism,Literature,Novels,European Literature,Literary Fiction,Historical"
255,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,2000,4.57,3224362,"Fantasy,Young Adult,Fiction,Fantasy,Childrens,Childrens,Adventure,Audiobook,Classics,Science Fiction Fantasy"
256,Love and Other Words (Hardcover),Christina Lauren,2018,4.35,247297,"Romance,Contemporary,Fiction,Romance,Adult,Womens Fiction,Audiobook,New Adult,Adult Fiction,Young Adult"
257,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,1999,4.58,3641651,"Fantasy,Fiction,Young Adult,Fantasy,Childrens,Childrens,Adventure,Audiobook,Classics,Science Fiction Fantasy"
260,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,1999,4.58,3641651,"Fantasy,Fiction,Young Adult,Fantasy,Childrens,Childrens,Adventure,Audiobook,Classics,Science Fiction Fantasy"
261,"Rich Dad, Poor Dad (Paperback)",Robert T. Kiyosaki,1997,4.12,528243,"Business,Economics,Nonfiction,Self Help,Finance,Currency,Self Help,Economics,Audiobook,Business"
262,The Adventures of Huckleberry Finn (Paperback),Mark Twain,1884,3.83,1224141,"Classics,Fiction,Historical,Literature,Young Adult,Adventure,Academic,Novels,Academic,Young Adult"
263,"Delirium (Delirium, #1)",Lauren Oliver,2011,3.96,452199,"Young Adult,Science Fiction,Romance,Science Fiction,Fantasy,Fiction,Young Adult,Audiobook,Love,Apocalyptic"
264,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses (Hardcover),Eric Ries,2011,4.11,294958,"Business,Nonfiction,Business,Business,Leadership,Buisness,Self Help,Science,Self Help,Productivity"
265,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses (Hardcover),Eric Ries,2011,4.11,294958,"Business,Nonfiction,Business,Business,Leadership,Buisness,Self Help,Science,Self Help,Productivity"
