,Title,Author,Year,Rating,Raters,Genres
301,Then She Was Gone (Hardcover),Lisa Jewell,2017,4.06,444945,"Mystery,Thriller,Fiction,Thriller,Audiobook,Suspense,Adult,Mystery,Contemporary,Adult Fiction"
302,The Power of Now: A Guide to Spiritual Enlightenment (Paperback),Eckhart Tolle,1997,4.15,298809,"Self Help,Nonfiction,Spirituality,Philosophy,Psychology,Self Help,Audiobook,Religion,Inspirational,Unfinished"
303,Flowers for Algernon (Paperback),Daniel Keyes,1959,4.18,589455,"Fiction,Classics,Science Fiction,Young Adult,Psychology,Literature,Academic,Novels,Adult,Academic"
304,"The Cuckoo's Calling (Cormoran Strike, #1)",Robert Galbraith,2013,3.88,541044,"Mystery,Fiction,Mystery,Thriller,Thriller,Audiobook,Adult,Mystery,Contemporary,Adult Fiction"
305,Into the Water (Hardcover),Paula Hawkins,2017,3.59,350628,"Mystery,Fiction,Thriller,Thriller,Audiobook,Suspense,Mystery,Adult,Contemporary,Adult Fiction"
306,A Promised Land (Kindle Edition),Barack Obama,2020,4.35,186760,"Nonfiction,Biography,Autobiography,Politics,Audiobook,History,Biography,Biography Memoir,Politics,Adult"
307,"Beautiful Creatures (Caster Chronicles, #1)",Kami Garcia,2009,3.77,578502,"Fantasy,Young Adult,Fantasy,Romance,Fiction,Fantasy,Fantasy,Paranormal,Fantasy,Romance"
308,"The Ballad of Songbirds and Snakes (The Hunger Games, #0)",Suzanne Collins,2020,3.83,327719,"Young Adult,Science Fiction,Fiction,Fantasy,Science Fiction,Audiobook,Romance,Adventure,Young Adult,Science Fiction Fantasy"
309,"Kingdom of the Wicked (Kingdom of the Wicked, #1)",Kerri Maniscalco,2020,3.95,164564,"Fantasy,Young Adult,Romance,Fantasy,Paranormal,Young Adult,Mystery,Historical,Fiction,Fantasy"
312,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,2016,4.61,490026,"Fantasy,Young Adult,Fiction,Young Adult,LGBT,Romance,Fantasy,Adventure,Fantasy,Audiobook"
313,The Four Winds (Hardcover),Kristin Hannah,2021,4.3,476789,"Historical,Fiction,Audiobook,Historical,Adult,Adult Fiction,Family,Book Club,Literary Fiction,Novels"
314,The Guernsey Literary and Potato Peel Pie Society (Paperback),Mary Ann Shaffer,2008,4.18,702502,"Historical,Fiction,Romance,Historical,War,Book Club,War,Writing,Adult,Audiobook"
315,The Lost Apothecary (Hardcover),Sarah Penner,2021,3.76,251264,"Historical,Fiction,Mystery,Fantasy,Historical,Audiobook,Adult,Contemporary,Thriller,Thriller"
316,The Poisonwood Bible (Hardcover),Barbara Kingsolver,1998,4.08,706883,"Fiction,Historical,Cultural,Classics,Historical,Literary Fiction,Literature,Novels,Religion,Adult Fiction"
317,"The Poppy War (The Poppy War, #1)",R.F. Kuang,2018,4.15,145801,"Fantasy,Fiction,Historical,Adult,Historical,Young Adult,Fantasy,Audiobook,War,Fantasy"
318,"The 5th Wave (The 5th Wave, #1)",Rick Yancey,2013,4.02,435015,"Young Adult,Science Fiction,Science Fiction,Fiction,Science Fiction,Fantasy,Romance,Apocalyptic,Audiobook,Science Fiction"
319,"Maybe Someday (Maybe, #1)",Colleen Hoover,2014,4.14,320252,"Romance,New Adult,Contemporary,Romance,Young Adult,Fiction,Music,Womens Fiction,Audiobook,Academic"
320,Start with Why: How Great Leaders Inspire Everyone to Take Action (Hardcover),Simon Sinek,2009,4.1,184604,"Business,Leadership,Nonfiction,Self Help,Self Help,Business,Psychology,Audiobook,Business,Buisness"
321,"Children of Blood and Bone (Legacy of Orïsha, #1)",Tomi Adeyemi,2018,4.11,203425,"Fantasy,Young Adult,Fiction,Young Adult,Fantasy,Audiobook,Romance,Adventure,Fantasy,Cultural"
322,"These Violent Delights (These Violent Delights, #1)",Chloe Gong,2020,3.95,101339,"Fantasy,Historical,Young Adult,Romance,Retellings,Historical,Fiction,Young Adult,Mystery,Audiobook"
323,One Last Stop (Paperback),Casey McQuiston,2021,4.0,163535,"Romance,LGBT,Contemporary,LGBT,Fiction,LGBT,Adult,Audiobook,New Adult,Science Fiction"
324,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,2010,4.65,402733,"Fantasy,Fiction,Fantasy,Fantasy,Audiobook,Adult,Science Fiction Fantasy,Fantasy,Epic,Adventure"
325,"The Host (The Host, #1)",Stephenie Meyer,2008,3.85,965555,"Young Adult,Science Fiction,Fantasy,Romance,Fiction,Science Fiction,Fantasy,Science Fiction,Adult,Romance"
326,"Serpent & Dove (Serpent & Dove, #1)",Shelby Mahurin,2019,4.02,229004,"Fantasy,Romance,Young Adult,Young Adult,Paranormal,Fantasy,Fiction,Romance,Fantasy,New Adult"
327,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,2015,4.32,218932,"Fantasy,Fiction,Science Fiction,Science Fiction,Adult,Science Fiction Fantasy,Audiobook,LGBT,Apocalyptic,Fantasy"
328,"The Testaments (The Handmaid's Tale, #2)",Margaret Atwood,2019,4.2,309901,"Fiction,Science Fiction,Science Fiction,Feminism,Audiobook,Classics,Adult,Cultural,Speculative Fiction,Literary Fiction"
329,"Vicious (Villains, #1)",V.E. Schwab,2013,4.23,180394,"Fantasy,Science Fiction,Fiction,Adult,Fantasy,Young Adult,Fantasy,Comics,Thriller,Adult Fiction"
330,"A ​Court of Silver Flames (A Court of Thorns and Roses, #4)",Sarah J. Maas,2021,4.42,414834,"Fantasy,Romance,New Adult,Fairies,Fiction,Romance,Adult,Young Adult,Fantasy,Audiobook"
331,The Iliad (Paperback),Homer,800,3.89,412440,"Classics,Poetry,Fiction,Fantasy,Literature,Fantasy,Historical,Academic,Mythology,War"
332,The Alice Network (Paperback),Kate Quinn,2017,4.31,391530,"Historical,Fiction,Historical,Audiobook,War,War,Adult,Cultural,Book Club,Adult Fiction"
333,Stardust (Paperback),Neil Gaiman,1998,4.1,414591,"Fantasy,Fiction,Romance,Young Adult,Adventure,Fantasy,Audiobook,Science Fiction Fantasy,Fantasy,Adult"
334,"Murder on the Orient Express (Hercule Poirot, #9)",Agatha Christie,1934,4.2,526029,"Mystery,Classics,Fiction,Mystery,Thriller,Thriller,Audiobook,Mystery,Adult,Mystery"
335,Girl with a Pearl Earring (Paperback),Tracy Chevalier,1999,3.92,699917,"Historical,Fiction,Historical,Classics,Art,Romance,Adult,Adult Fiction,Novels,Literature"
336,Homegoing (Hardcover),Yaa Gyasi,2016,4.47,280667,"Historical,Fiction,Cultural,Historical,Literary Fiction,Audiobook,Race,Adult,Western Africa,Book Club"
337,The Sun Is Also a Star (Hardcover),Nicola Yoon,2016,4.0,286663,"Young Adult,Romance,Contemporary,Fiction,Audiobook,Realistic Fiction,Young Adult,Young Adult,Young Adult,Romance"
338,Influence: The Psychology of Persuasion (Paperback),Robert B. Cialdini,1984,4.21,135591,"Psychology,Business,Nonfiction,Self Help,Self Help,Leadership,Science,Language,Business,Buisness"
339,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,2006,4.29,265924,"Fantasy,Fiction,Adventure,Adult,Fantasy,Fantasy,Audiobook,Science Fiction Fantasy,Mystery,Mystery"
340,"Beartown (Beartown, #1)",Fredrik Backman,2016,4.28,319766,"Fiction,Contemporary,Audiobook,Sports,Adult,Literary Fiction,Adult Fiction,Book Club,Realistic Fiction,Cultural"
341,The Couple Next Door (Hardcover),Shari Lapena,2016,3.81,480529,"Thriller,Mystery,Fiction,Thriller,Suspense,Audiobook,Mystery,Adult,Contemporary,Thriller"
342,Misery (Paperback),Stephen King,1987,4.2,612001,"Horror,Fiction,Thriller,Suspense,Mystery,Adult,Thriller,Audiobook,Novels,Mystery"
343,Why We Sleep: Unlocking the Power of Sleep and Dreams (Hardcover),Matthew Walker,2017,4.38,148245,"Nonfiction,Science,Health,Psychology,Self Help,Audiobook,Biology,Self Help,Science,Health"
344,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,2016,4.62,867076,"Fantasy,Romance,Young Adult,New Adult,Fairies,Fiction,Fantasy,Romance,Young Adult,Fantasy"
345,Between the World and Me (Hardcover),Ta-Nehisi Coates,2015,4.4,305035,"Nonfiction,Autobiography,Race,Audiobook,History,Social Movements,Biography,Politics,Writing,Cultural"
346,John Adams (Paperback),David McCullough,2001,4.06,348377,"History,Biography,Nonfiction,North American Hi...,Politics,Politics,Historical,Biography Memoir,Military History,Audiobook"
347,The Adventures of Tom Sawyer (Paperback),Mark Twain,1876,3.92,869992,"Classics,Fiction,Adventure,Historical,Young Adult,Literature,Childrens,Academic,Novels,Literature"
348,Atonement (Paperback),Ian McEwan,2001,3.93,488785,"Fiction,Historical,Classics,Romance,Historical,War,Literary Fiction,Contemporary,Literature,Novels"
349,Dr. Jekyll and Mr. Hyde (Paperback),Robert Louis Stevenson,1886,3.83,497325,"Classics,Horror,Fiction,Science Fiction,Mystery,Gothic,Fantasy,Literature,Academic,Literature"
350,My Dark Vanessa (Hardcover),Kate Elizabeth Russell,2020,4.08,232326,"Fiction,Contemporary,Adult,Audiobook,Literary Fiction,Thriller,Dark,Health,Adult Fiction,Sociology"
351,Tuesdays with Morrie (Paperback),Mitch Albom,1997,4.15,923403,"Nonfiction,Autobiography,Biography,Classics,Inspirational,Philosophy,Self Help,Contemporary,Adult,Biography Memoir"
352,Before I Fall (Paperback),Lauren Oliver,2010,3.89,325804,"Young Adult,Contemporary,Fiction,Romance,Fantasy,Realistic Fiction,Fantasy,Young Adult,Death,Audiobook"
353,Meditations (Paperback),Marcus Aurelius,180,4.26,185443,"Philosophy,Nonfiction,Classics,History,Self Help,Psychology,Self Help,Spirituality,Leadership,Biography"
354,Americanah (Hardcover),Chimamanda Ngozi Adichie,2013,4.32,336417,"Fiction,Cultural,Contemporary,Feminism,Literary Fiction,Race,Western Africa,Romance,Novels,Audiobook"
355,"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,2008,3.97,184252,"Young Adult,Science Fiction,Science Fiction,Fantasy,Fiction,Adventure,Young Adult,Thriller,Audiobook,Apocalyptic"
356,Do Androids Dream of Electric Sheep? (Kindle Edition),Philip K. Dick,1968,4.09,407405,"Science Fiction,Fiction,Classics,Science Fiction,Science Fiction,Science Fiction Fantasy,Fantasy,Novels,Speculative Fiction,Literature"
357,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma (Hardcover)",Bessel van der Kolk,2014,4.47,108709,"Nonfiction,Psychology,Self Help,Health,Health,Science,Audiobook,Self Help,Psychology,Social Science"
358,All Your Perfects (Paperback),Colleen Hoover,2018,4.2,322608,"Romance,Contemporary,Fiction,New Adult,Romance,Adult,Audiobook,Womens Fiction,Drama,Adult Fiction"
359,Maybe You Should Talk to Someone (Hardcover),Lori Gottlieb,2019,4.38,247016,"Nonfiction,Psychology,Autobiography,Self Help,Health,Audiobook,Biography,Biography Memoir,Adult,Self Help"
360,Carrie (Mass Market Paperback),Stephen King,1974,3.98,636646,"Horror,Fiction,Thriller,Fantasy,Fantasy,Classics,Adult,Fantasy,Novels,Audiobook"
361,Homo Deus: A History of Tomorrow (Kindle Edition),Yuval Noah Harari,2015,4.22,217156,"Nonfiction,History,Science,Philosophy,Audiobook,Anthropology,Sociology,Politics,Psychology,Science"
364,The Master and Margarita (Paperback),Mikhail Bulgakov,1967,4.3,304188,"Classics,Fiction,Cultural,Fantasy,Literature,Magical Realism,Literature,Novels,Historical,Literature"
365,Pretty Girls (Paperback),Karin Slaughter,2015,4.03,254082,"Thriller,Mystery,Fiction,Thriller,Audiobook,Mystery,Suspense,Horror,Adult,Contemporary"
366,"Where'd You Go, Bernadette (Hardcover)",Maria Semple,2012,3.88,540224,"Fiction,Contemporary,Humor,Mystery,Audiobook,Womens Fiction,Adult,Adult Fiction,Book Club,Novels"
367,Klara and the Sun (Hardcover),Kazuo Ishiguro,2021,3.77,234899,"Fiction,Science Fiction,Audiobook,Literary Fiction,Fantasy,Contemporary,Science Fiction,Adult,Novels,Speculative Fiction"
368,The Time Machine (Paperback),H.G. Wells,1895,3.9,478591,"Classics,Science Fiction,Fiction,Science Fiction,Fantasy,Science Fiction,Literature,Science Fiction Fantasy,Adventure,Audiobook"
369,My Year of Rest and Relaxation (Paperback),Ottessa Moshfegh,2018,3.71,237848,"Fiction,Contemporary,Literary Fiction,Health,Audiobook,Adult,Novels,Adult Fiction,New York,Womens"
370,"What If? Serious Scientific Answers to Absurd Hypothetical Questions (What If?, #1)",Randall Munroe,2014,4.14,156285,"Nonfiction,Science,Humor,Audiobook,Science,Humor,Science,Sequential Art,Adult,Reference"
371,Ulysses (Paperback),James Joyce,1922,3.75,120465,"Classics,Fiction,Literature,Novels,Cultural,European Literature,Literature,Unfinished,Literary Fiction,Literature"
372,Carrie Soto Is Back (Hardcover),Taylor Jenkins Reid,2022,4.27,129696,"Fiction,Historical,Contemporary,Audiobook,Romance,Sports,Adult,Historical,Adult Fiction,Literary Fiction"
373,"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli,2015,4.19,393587,"Young Adult,LGBT,Romance,Contemporary,Fiction,LGBT,Audiobook,Realistic Fiction,Young Adult,LGBT"
374,The Maidens (Hardcover),Alex Michaelides,2021,3.63,216443,"Mystery,Thriller,Fiction,Thriller,Audiobook,Adult,Contemporary,Fantasy,Suspense,Mystery"
375,"The Bear and the Nightingale (The Winternight Trilogy, #1)",Katherine Arden,2017,4.1,169444,"Fantasy,Historical,Fiction,Young Adult,Historical,Fantasy,Fantasy,Cultural,Audiobook,Adult"
376,The Sun and Her Flowers (Paperback),Rupi Kaur,2018,4.11,275664,"Poetry,Feminism,Nonfiction,Adult,Contemporary,Romance,Health,Cultural,Womens,Love"
377,Lessons in Chemistry (Hardcover),Bonnie Garmus,2022,4.38,214313,"Fiction,Historical,Audiobook,Romance,Feminism,Historical,Adult,Humor,Contemporary,Adult Fiction"
378,The Story of Art (Hardcover),E.H. Gombrich,1950,3.95,382462,"Art,Nonfiction,History,Art,Reference,Design,Classics,Architecture,Art,Cultural"
379,Love on the Brain (Kindle Edition),Ali Hazelwood,2022,4.02,147231,"Romance,Contemporary,Romance,Fiction,Adult,Womens Fiction,Audiobook,New Adult,Adult Fiction,Love"
380,The Outsider (Hardcover),Stephen King,2018,3.99,253383,"Horror,Fiction,Thriller,Mystery,Mystery,Audiobook,Thriller,Fantasy,Fantasy,Suspense"
381,"Foundation (Foundation, #1)",Isaac Asimov,1951,4.17,491686,"Science Fiction,Fiction,Classics,Science Fiction Fantasy,Fantasy,Space,Novels,Space,Audiobook,Speculative Fiction"
382,"Bridget Jones's Diary (Bridget Jones, #1)",Helen Fielding,1996,3.79,939218,"Fiction,Womens Fiction,Romance,Humor,Contemporary,Adult,Humor,Adult Fiction,European Literature,Romance"
383,The Haunting of Hill House (Paperback),Shirley Jackson,1959,3.82,243222,"Horror,Classics,Fiction,Gothic,Mystery,Fantasy,Audiobook,Thriller,Paranormal,Adult"
384,"The Mysterious Affair at Styles (Hercule Poirot, #1)",Agatha Christie,1920,4.0,355107,"Mystery,Fiction,Classics,Mystery,Thriller,Audiobook,Mystery,Thriller,Adult,European Literature"
385,Hamlet (Paperback),William Shakespeare,1601,4.03,862721,"Classics,Plays,Fiction,Drama,Academic,Literature,Plays,Academic,Poetry,Young Adult"
386,The Man Who Mistook His Wife for a Hat and Other Clinical Tales (Paperback),Oliver Sacks,1985,4.06,200672,"Nonfiction,Psychology,Science,Health,Biology,Medical,Short Stories,Writing,Health,Health"
387,"Tomorrow, and Tomorrow, and Tomorrow (Hardcover)",Gabrielle Zevin,2022,4.35,80796,"Fiction,Contemporary,Romance,Audiobook,Literary Fiction,Adult,Historical,Adult Fiction,Science Fiction,Young Adult"
388,Dreams from My Father: A Story of Race and Inheritance (Paperback),Barack Obama,1995,3.92,217803,"Nonfiction,Biography,Autobiography,Politics,Biography,Biography Memoir,History,Audiobook,Race,Cultural"
389,Cloud Atlas (Paperback),David Mitchell,2004,4.01,236796,"Fiction,Science Fiction,Fantasy,Historical,Science Fiction,Contemporary,Literary Fiction,Novels,Literature,Historical"
390,"Insurgent (Divergent, #2)",Veronica Roth,2012,3.99,1378898,"Young Adult,Science Fiction,Fiction,Fantasy,Science Fiction,Romance,Adventure,Young Adult,Apocalyptic,Audiobook"
391,The Casual Vacancy (Hardcover),J.K. Rowling,2012,3.3,320676,"Fiction,Contemporary,Mystery,Adult,Adult Fiction,Drama,Unfinished,European Literature,Novels,Audiobook"
392,"The Deal (Off-Campus, #1)",Elle Kennedy,2015,4.26,460906,"Romance,New Adult,Contemporary,Contemporary Romance,Sports,Academic,Romance,Sports,Fiction,Adult"
393,Confess (Paperback),Colleen Hoover,2015,4.19,301839,"Romance,New Adult,Contemporary,Fiction,Romance,Young Adult,Audiobook,Womens Fiction,Adult,Drama"
394,To Kill a Kingdom (Hardcover),Alexandra Christo,2018,3.79,141831,"Fantasy,Young Adult,Romance,Retellings,Young Adult,Fiction,Adventure,Mythology,Fantasy,Adventure"
395,One True Loves (Kindle Edition),Taylor Jenkins Reid,2016,4.09,189627,"Romance,Fiction,Contemporary,Audiobook,Womens Fiction,Adult,Romance,Adult Fiction,Drama,New Adult"
396,The Light Between Oceans (Hardcover),M.L. Stedman,2012,4.04,437718,"Fiction,Historical,Historical,Cultural,Book Club,Romance,Adult,Adult Fiction,Audiobook,Drama"
397,"Carry On (Simon Snow, #1)",Rainbow Rowell,2015,4.19,283066,"Fantasy,Young Adult,LGBT,Romance,Fiction,LGBT,Fantasy,Paranormal,Audiobook,Young Adult"
398,Norse Mythology (Paperback),Neil Gaiman,2017,4.1,283470,"Fantasy,Fantasy,Fiction,Audiobook,Short Stories,Historical,Classics,Adult,Retellings,Religion"
399,American Psycho (Paperback),Bret Easton Ellis,1991,3.82,276797,"Fiction,Horror,Classics,Thriller,Mystery,Contemporary,Novels,Literature,Mystery,Literature"
400,Conversations with Friends (Kindle Edition),Sally Rooney,2017,3.8,354079,"Fiction,Contemporary,Romance,Literary Fiction,LGBT,Audiobook,Cultural,Adult,Novels,LGBT"
401,An Abundance of Katherines (Hardcover),John Green,2006,3.53,505647,"Young Adult,Fiction,Contemporary,Romance,Realistic Fiction,Young Adult,Humor,Young Adult,Young Adult,Audiobook"
402,My Sister's Keeper (Paperback),Jodi Picoult,2004,4.09,1154550,"Fiction,Contemporary,Womens Fiction,Young Adult,Drama,Adult,Adult Fiction,Realistic Fiction,Family,Novels"
403,World War Z: An Oral History of the Zombie War (Hardcover),Max Brooks,2006,4.01,491955,"Horror,Fiction,Horror,Science Fiction,Fantasy,Apocalyptic,Science Fiction,Audiobook,Science Fiction,War"
404,The Outsiders (Mass Market Paperback),S.E. Hinton,1967,4.12,1173688,"Classics,Young Adult,Fiction,Academic,Academic,Realistic Fiction,Young Adult,Historical,Contemporary,Young Adult"
405,"Dance of Thieves (Dance of Thieves, #1)",Mary E. Pearson,2018,4.21,77128,"Fantasy,Romance,Young Adult,Young Adult,Fiction,Romance,Fantasy,Adventure,Audiobook,Science Fiction"
406,Piranesi (Hardcover),Susanna Clarke,2020,4.25,183786,"Fantasy,Fiction,Mystery,Magical Realism,Fantasy,Adult,Literary Fiction,Science Fiction,Audiobook,Science Fiction Fantasy"
407,The Lord of the Rings (Paperback),J.R.R. Tolkien,1955,4.52,631609,"Fantasy,Classics,Fiction,Adventure,Science Fiction Fantasy,Fantasy,Fantasy,Literature,Novels,Young Adult"
408,Heartless (Hardcover),Marissa Meyer,2016,4.09,155188,"Fantasy,Young Adult,Retellings,Romance,Fiction,Young Adult,Fantasy,Audiobook,Fantasy,Fairy Tales"
409,Heart Bones (Kindle Edition),Colleen Hoover,2020,4.33,246436,"Romance,Contemporary,New Adult,Fiction,Romance,Young Adult,Adult,Audiobook,Womens Fiction,Drama"
410,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing (Hardcover),Marie Kondō,2010,3.87,335798,
411,"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",Toshikazu Kawaguchi,2015,3.75,164376,"Fiction,Fantasy,Magical Realism,Contemporary,Cultural,Science Fiction,Asian Literature,Audiobook,Science Fiction,Adult"
412,Mrs. Dalloway (Hardcover),Virginia Woolf,1925,3.79,269253,"Classics,Fiction,Literature,Novels,Feminism,European Literature,Literature,Literary Fiction,Academic,Literature"
413,Extremely Loud & Incredibly Close (Paperback),Jonathan Safran Foer,2005,3.97,406791,"Fiction,Contemporary,Historical,Novels,Literary Fiction,Adult,Adult Fiction,Literature,New York,Young Adult"
416,Where the Wild Things Are (Paperback),Maurice Sendak,1963,4.23,941251,"Childrens,Childrens,Fiction,Classics,Fantasy,Adventure,Young Adult,Animals,Kids,Folklore"
417,"The Flatshare (The Flatshare, #1)",Beth O'Leary,2019,4.04,288379,"Romance,Contemporary,Fiction,Womens Fiction,Romance,Audiobook,Adult,Adult Fiction,New Adult,European Literature"
418,Benjamin Franklin: An American Life (Paperback),Walter Isaacson,2003,4.03,132029,
419,Go Set a Watchman (Hardcover),Harper Lee,2015,3.31,257515,"Fiction,Historical,Classics,Audiobook,Historical,Adult,Adult Fiction,Literature,Literary Fiction,Novels"
420,I'm Glad My Mom Died (ebook),Jennette McCurdy,2022,4.61,223545,"Nonfiction,Autobiography,Audiobook,Biography,Health,Adult,Biography,Biography Memoir,Humor,Contemporary"
421,"Scythe (Arc of a Scythe, #1)",Neal Shusterman,2016,4.33,232936,"Young Adult,Fantasy,Science Fiction,Science Fiction,Fiction,Audiobook,Romance,Young Adult,Young Adult,Death"
422,The Sun Also Rises (Paperback),Ernest Hemingway,1926,3.81,409364,"Classics,Fiction,Literature,Novels,Historical,Literature,Cultural,Academic,Literary Fiction,Literature"
423,"Allegiant (Divergent, #3)",Veronica Roth,2013,3.61,968733,"Young Adult,Science Fiction,Fiction,Fantasy,Science Fiction,Romance,Adventure,Young Adult,Audiobook,Apocalyptic"
424,Matilda (Paperback),Roald Dahl,1988,4.33,835642,"Childrens,Fiction,Classics,Fantasy,Childrens,Young Adult,Humor,Audiobook,Fantasy,Academic"
425,The Name of the Rose (Paperback),Umberto Eco,1980,4.13,340474,"Fiction,Historical,Mystery,Classics,Historical,Literature,European Literature,Cultural,Mystery,Novels"
426,"Girl, Woman, Other (Hardcover)",Bernardine Evaristo,2019,4.32,193005,"Fiction,Feminism,Contemporary,LGBT,Literary Fiction,Short Stories,LGBT,Audiobook,Race,Womens"
427,The Five People You Meet in Heaven (Paperback),Mitch Albom,2003,3.97,661593,"Fiction,Inspirational,Contemporary,Fantasy,Classics,Spirituality,Adult,Philosophy,Adult Fiction,Novels"
428,Salt to the Sea (Hardcover),Ruta Sepetys,2016,4.36,175862,"Historical,Young Adult,Historical,Fiction,War,War,Audiobook,Romance,Young Adult,Adventure"
429,An American Marriage (Hardcover),Tayari Jones,2018,3.95,329942,"Fiction,Contemporary,Audiobook,Literary Fiction,Adult,Romance,Adult Fiction,Cultural,Race,Book Club"
430,Before I Go to Sleep (Hardcover),S.J. Watson,2011,3.9,320498,"Thriller,Fiction,Mystery,Thriller,Suspense,Mystery,Adult,Contemporary,Thriller,Adult Fiction"
431,Alexander Hamilton (Paperback),Ron Chernow,2004,4.21,165562,"History,Biography,Nonfiction,North American Hi...,Politics,Audiobook,Historical,Biography Memoir,Military History,Unfinished"
432,"The Iron King (The Iron Fey, #1)",Julie Kagawa,2010,3.88,206805,"Fantasy,Young Adult,Romance,Fantasy,Fairies,Paranormal,Fantasy,Fantasy,Fiction,Young Adult"
433,Every Summer After (Paperback),Carley Fortune,2022,4.32,187487,"Romance,Fiction,Contemporary,Romance,Adult,Womens Fiction,Audiobook,Young Adult,Adult Fiction,New Adult"
434,Every Summer After (Paperback),Carley Fortune,2022,4.32,187487,"Romance,Fiction,Contemporary,Romance,Adult,Womens Fiction,Audiobook,Young Adult,Adult Fiction,New Adult"
435,The Intelligent Investor (Paperback),Benjamin Graham,1949,4.25,113615,"Economics,Business,Nonfiction,Economics,Currency,Finance,Self Help,Buisness,Self Help,Unfinished"
436,It's Kind of a Funny Story (Paperback),Ned Vizzini,2006,4.09,237792,"Young Adult,Fiction,Contemporary,Health,Mental Health,Realistic Fiction,Romance,Young Adult,Psychology,Young Adult"
437,Punk 57 (Kindle Edition),Penelope Douglas,2016,3.84,280287,"Romance,New Adult,Contemporary,Young Adult,Romance,Young Adult,Fiction,Adult,Dark,Music"
438,The Rise and Fall of the Third Reich: A History of Nazi Germany (Mass Market Paperback),William L. Shirer,1960,4.19,123088,"History,Nonfiction,War,War,Politics,Cultural,Historical,Audiobook,World War II,Military"
439,The Rise and Fall of the Third Reich: A History of Nazi Germany (Mass Market Paperback),William L. Shirer,1960,4.19,123088,"History,Nonfiction,War,War,Politics,Cultural,Historical,Audiobook,World War II,Military"
440,Perfume: The Story of a Murderer (Paperback),Patrick Süskind,1985,4.03,408067,"Fiction,Classics,Historical,Horror,Mystery,Thriller,Mystery,Historical,European Literature,Novels"
441,Between Shades of Gray (Hardcover),Ruta Sepetys,2011,4.37,212626,"Historical,Young Adult,Fiction,Historical,War,War,Audiobook,Romance,Cultural,Young Adult"
442,The Virgin Suicides (Paperback),Jeffrey Eugenides,1993,3.83,274872,"Fiction,Classics,Contemporary,Young Adult,Literary Fiction,Young Adult,Novels,Health,Adult,Literature"
443,"Lilac Girls (Lilac Girls, #1)",Martha Hall Kelly,2016,4.29,269921,"Historical,Fiction,War,Historical,Audiobook,War,World War II,Adult,Book Club,Adult Fiction"
444,"You (You, #1)",Caroline Kepnes,2014,3.95,209509,"Thriller,Fiction,Mystery,Thriller,Contemporary,Audiobook,Adult,Suspense,Horror,Mystery"
445,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,2017,4.44,696611,"Fantasy,Romance,Young Adult,New Adult,Fairies,Fiction,Fantasy,Romance,Young Adult,Fantasy"
446,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,1990,4.08,895089,"Science Fiction,Fiction,Thriller,Adventure,Fantasy,Horror,Classics,Science Fiction Fantasy,Animals,Adult"
447,Alice's Adventures in Wonderland / Through the Looking-Glass (Paperback),Lewis Carroll,1871,4.07,523995,"Classics,Fantasy,Fiction,Childrens,Young Adult,Literature,Adventure,Childrens,Novels,Literature"
448,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,1955,4.55,801415,"Fantasy,Fiction,Classics,Adventure,Fantasy,Science Fiction Fantasy,Fantasy,Audiobook,Novels,Literature"
449,Infinite Jest (Paperback),David Foster Wallace,1996,4.26,85104,"Fiction,Classics,Literature,Novels,Contemporary,Humor,Unfinished,Literary Fiction,Philosophy,Literature"
450,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,2009,4.29,905671,"Fantasy,Young Adult,Romance,Fantasy,Fantasy,Fiction,Paranormal,Paranormal,Fantasy,Young Adult"
451,The Giver of Stars (Hardcover),Jojo Moyes,2019,4.28,349690,"Historical,Fiction,Audiobook,Historical,Romance,Adult,Adult Fiction,Book Club,Writing,Womens Fiction"
452,The Four Agreements (Hardcover),Miguel Ruiz,1997,4.18,309662,"Self Help,Nonfiction,Spirituality,Philosophy,Self Help,Psychology,Inspirational,Religion,Audiobook,Business"
453,Invisible Women: Data Bias in a World Designed for Men (Hardcover),Caroline Criado Pérez,2019,4.37,82618,"Nonfiction,Feminism,Science,Audiobook,Politics,Womens,Sociology,Gender,Social Movements,Business"
454,The Psychopath Test: A Journey Through the Madness Industry (Paperback),Jon Ronson,2011,3.95,139901,"Nonfiction,Psychology,Science,Health,Audiobook,Writing,Sociology,Mental Health,Crime,Humor"
455,And the Mountains Echoed (Hardcover),Khaled Hosseini,2012,4.07,345144,"Fiction,Historical,Contemporary,Novels,Adult,Literary Fiction,Historical,Adult Fiction,Book Club,Drama"
